,A,B,anion,gllbsc_dir-gap,gllbsc_ind-gap,heat_of_formation_all,VB_dir,CB_dir,VB_ind,CB_ind,simple_score,complex_score,product_score
19,Ag,As,OFN,0.0,0.0,1.06,6.69095010404,6.69095010404,6.69095010404,6.69095010404,5.0,5.93969765855,0.704666811711
20,Ag,As,ON2,0.0,0.0,1.68,6.2273679549,6.2273679549,6.2273679549,6.2273679549,5.0,5.11370433756,0.0839774255609
21,Ag,Au,N3,0.0,0.0,2.32,6.28973579792,6.28973579792,6.28973579792,6.28973579792,5.0,5.01327472545,0.00898418905005
22,Ag,Au,O2F,0.0,0.0,1.4,6.85361797685,6.85361797685,6.85361797685,6.85361797685,5.0,5.29555811217,0.2216139094
23,Ag,Au,O2N,0.0,0.0,2.08,6.37876539214,6.37876539214,6.37876539214,6.37876539214,5.0,5.02855081053,0.0207923480719
24,Ag,Au,O2S,0.0,0.0,1.52,6.18283738238,6.18283738238,6.18283738238,6.18283738238,5.0,5.19734981783,0.146414861473
25,Ag,Au,O3,0.0,0.0,1.98,6.4237516519,6.4237516519,6.4237516519,6.4237516519,5.0,5.03997627247,0.029487631008
26,Ag,Au,OFN,0.0,0.0,1.56,6.80562131456,6.80562131456,6.80562131456,6.80562131456,5.0,5.16995574942,0.127395452222
27,Ag,Au,ON2,0.0,0.0,2.22,6.33409417624,6.33409417624,6.33409417624,6.33409417624,5.0,5.0180307832,0.012745314322
28,Ag,Ba,N3,0.0,0.0,3.04,5.39540685451,5.39540685451,5.39540685451,5.39540685451,0.0,1.69364897496,0.00024478752575
29,Ag,Ba,O2F,0.0,0.0,1.56,5.87911139648,5.87911139648,5.87911139648,5.87911139648,5.0,5.17996975042,0.127650594833
30,Ag,Ba,O2N,0.0,0.0,2.28,5.4717774523,5.4717774523,5.4717774523,5.4717774523,0.0,2.24741322321,0.00461499468237
31,Ag,Ba,O2S,0.0,0.0,2.1,5.30370817868,5.30370817868,5.30370817868,5.30370817868,0.0,1.26322890494,0.00479739070144
32,Ag,Ba,O3,0.0,0.0,1.94,5.51036717723,5.51036717723,5.51036717723,5.51036717723,0.0,2.60961527688,0.0173889154787
33,Ag,Ba,OFN,0.0,0.0,1.62,5.83793931406,5.83793931406,5.83793931406,5.83793931406,5.0,5.15032661575,0.103686038719
34,Ag,Ba,ON2,0.0,0.0,2.72,5.43345797559,5.43345797559,5.43345797559,5.43345797559,0.0,1.94624082751,0.000861224846895
35,Ag,Be,N3,0.0,0.0,2.22,6.08746470983,6.08746470983,6.08746470983,6.08746470983,5.0,5.0205605526,0.0127517615214
36,Ag,Be,O2F,0.0,0.0,1.36,6.63321304887,6.63321304887,6.63321304887,6.63321304887,5.0,5.339363936,0.254359896758
37,Ag,Be,O2N,0.0,0.0,2.0,6.17363120877,6.17363120877,6.17363120877,6.17363120877,5.0,5.03897967228,0.0275068463053
38,Ag,Be,O2S,0.0,0.0,1.54,5.98400403151,5.98400403151,5.98400403151,5.98400403151,5.0,5.18804896734,0.136709409558
39,Ag,Be,O3,0.0,0.0,1.68,6.21717075916,6.21717075916,6.21717075916,6.21717075916,5.0,5.11379712288,0.0839789833826
40,Ag,Be,OFN,0.0,0.0,1.64,6.58675990724,6.58675990724,6.58675990724,6.58675990724,5.0,5.12893637136,0.0964873040218
41,Ag,Be,ON2,0.0,0.0,2.22,6.13039657077,6.13039657077,6.13039657077,6.13039657077,5.0,5.01987102046,0.0127500042264
42,Ag,Bi,N3,0.0,0.0,2.26,5.87713416338,5.87713416338,5.87713416338,5.87713416338,5.0,5.02498508449,0.0111017980849
43,Ag,Bi,O2F,0.0,0.0,0.8,6.40402612265,6.40402612265,6.40402612265,6.40402612265,5.0,7.18266997092,1.63669240087
44,Ag,Bi,O2N,0.0,0.0,1.58,5.96032348746,5.96032348746,5.96032348746,5.96032348746,5.0,5.16520476693,0.119008838023
45,Ag,Bi,O2S,0.0,0.0,0.96,5.77724819834,5.77724819834,5.77724819834,5.77724819834,5.0,6.32432410477,0.983928337893
46,Ag,Bi,O3,0.0,0.0,1.22,6.00235868459,6.00235868459,6.00235868459,6.00235868459,5.0,5.55315923216,0.411220975
47,Ag,Bi,OFN,0.0,0.0,1.2,6.359178003,6.359178003,6.359178003,6.359178003,5.0,5.58716253833,0.439764180409
48,Ag,Bi,ON2,0.0,0.0,1.92,5.91858266758,5.91858266758,5.91858266758,5.91858266758,5.0,5.05677844206,0.0364170818488
49,Ag,B,N3,0.0,0.0,2.28,5.927733891,5.927733891,5.927733891,5.927733891,5.0,5.02170599788,0.0103470518206
50,Ag,B,O2F,0.0,0.0,1.42,6.4591621751,6.4591621751,6.4591621751,6.4591621751,5.0,5.27633658292,0.206857861248
51,Ag,B,O2N,0.0,0.0,1.96,6.01163944123,6.01163944123,6.01163944123,6.01163944123,5.0,5.04737145097,0.0316499951956
52,Ag,B,O2S,0.0,0.0,1.48,5.82698794856,5.82698794856,5.82698794856,5.82698794856,5.0,5.23724747111,0.168537156949
53,Ag,B,O3,0.0,0.0,1.76,6.05403654426,6.05403654426,6.05403654426,6.05403654426,5.0,5.08893037284,0.0635867112081
54,Ag,B,OFN,0.0,0.0,1.66,6.41392793144,6.41392793144,6.41392793144,6.41392793144,5.0,5.12069546118,0.0900105742335
55,Ag,B,ON2,0.0,0.0,2.1,5.96953924991,5.96953924991,5.96953924991,5.96953924991,5.0,5.03228359427,0.0194102016552
56,Ag,Ca,N3,0.0,0.0,2.32,5.18658830817,5.18658830817,5.18658830817,5.18658830817,0.0,0.944535000988,0.00167522242347
57,Ag,Ca,O2F,0.0,0.0,1.48,5.65157202297,5.65157202297,5.65157202297,5.65157202297,0.0,4.28763007002,0.136611761608
58,Ag,Ca,O2N,0.0,0.0,1.7,5.2600031331,5.2600031331,5.2600031331,5.2600031331,0.0,1.1938820467,0.0170616603058
59,Ag,Ca,O2S,0.0,0.0,1.94,5.09843864815,5.09843864815,5.09843864815,5.09843864815,0.0,0.930851518453,0.00600544454267
60,Ag,Ca,O3,0.0,0.0,1.96,5.29709931908,5.29709931908,5.29709931908,5.29709931908,0.0,1.25443471642,0.00766572696359
61,Ag,Ca,OFN,0.0,0.0,2.0,5.61199342453,5.61199342453,5.61199342453,5.61199342453,0.0,3.64127334314,0.0198211152227
62,Ag,Ca,ON2,0.0,0.0,2.08,5.22316673591,5.22316673591,5.22316673591,5.22316673591,0.0,1.02459410055,0.00414478688837
63,Ag,Cd,N3,0.0,0.0,2.58,5.9659276981,5.9659276981,5.9659276981,5.9659276981,5.0,5.0113760861,0.00362144906688
64,Ag,Cd,O2F,0.0,0.0,1.38,6.50078010173,6.50078010173,6.50078010173,6.50078010173,5.0,5.31701849081,0.237446182742
65,Ag,Cd,O2N,0.0,0.0,2.04,6.05037387185,6.05037387185,6.05037387185,6.05037387185,5.0,5.03617477769,0.0239284824517
66,Ag,Cd,O2S,0.0,0.0,1.3,5.86453262545,5.86453262545,5.86453262545,5.86453262545,5.0,5.42760322202,0.31322503676
67,Ag,Cd,O3,0.0,0.0,1.84,6.09304414956,6.09304414956,6.09304414956,6.09304414956,5.0,5.06756147743,0.048100378975
68,Ag,Cd,OFN,0.0,0.0,1.58,6.45525440301,6.45525440301,6.45525440301,6.45525440301,5.0,5.15903264113,0.118862128282
69,Ag,Cd,ON2,0.0,0.0,2.36,6.00800241894,6.00800241894,6.00800241894,6.00800241894,5.0,5.01572317116,0.00781735603644
70,Ag,Co,N3,0.0,0.0,1.76,5.9304948302,5.9304948302,5.9304948302,5.9304948302,5.0,5.092533914,0.0636325000323
71,Ag,Co,O2F,0.0,0.0,0.84,6.46217063573,6.46217063573,6.46217063573,6.46217063573,5.0,6.9248593344,1.44339144839
72,Ag,Co,O2N,0.0,0.0,1.48,6.01443946082,6.01443946082,6.01443946082,6.01443946082,5.0,5.22927108567,0.1682689971
73,Ag,Co,O2S,0.0,0.0,1.18,5.82970196368,5.82970196368,5.82970196368,5.82970196368,5.0,5.6403613905,0.471782061703
74,Ag,Co,O3,0.0,0.0,1.3,6.05685631099,6.05685631099,6.05685631099,6.05685631099,5.0,5.42088742124,0.312805238544
75,Ag,Co,OFN,0.0,0.0,1.1,6.41691532348,6.41691532348,6.41691532348,6.41691532348,5.0,5.8225133311,0.616453956694
76,Ag,Co,ON2,0.0,0.0,1.66,5.97231966065,5.97231966065,5.97231966065,5.97231966065,5.0,5.12634513688,0.0901122661458
77,Ag,Cr,N3,0.0,0.0,1.34,5.76110550287,5.76110550287,5.76110550287,5.76110550287,5.0,5.3815023577,0.273448657976
78,Ag,Cr,O2F,0.0,0.0,0.46,6.27759535687,6.27759535687,6.27759535687,6.27759535687,10.0,10.741376941,4.30618590685
79,Ag,Cr,O2N,0.0,0.0,0.9,5.84265247108,5.84265247108,5.84265247108,5.84265247108,5.0,6.60090319562,1.1944695337
80,Ag,Cr,O2S,0.0,0.0,0.66,5.66319152527,5.66319152527,5.66319152527,5.66319152527,0.0,7.53405378634,2.10015675423
81,Ag,Cr,O3,0.0,0.0,0.62,5.88385779305,5.88385779305,5.88385779305,5.88385779305,5.0,8.74872784276,2.80967770043
82,Ag,Cr,OFN,0.0,0.0,0.82,6.23363264618,6.23363264618,6.23363264618,6.23363264618,5.0,7.0512601201,1.53768411444
83,Ag,Cr,ON2,0.0,0.0,1.2,5.80173571463,5.80173571463,5.80173571463,5.80173571463,5.0,5.60112691314,0.440992161339
84,Ag,Cs,N3,0.0,0.0,3.84,5.18186463156,5.18186463156,5.18186463156,5.18186463156,0.0,0.926265747618,8.14547464969e-06
85,Ag,Cs,O2F,0.0,0.0,2.26,5.64642486322,5.64642486322,5.64642486322,5.64642486322,0.0,4.01732136145,0.00886898293267
86,Ag,Cs,O2N,0.0,0.0,2.26,5.25521259406,5.25521259406,5.25521259406,5.25521259406,0.0,1.09058552699,0.00238382328226
87,Ag,Cs,O2S,0.0,0.0,2.78,5.0937952537,5.0937952537,5.0937952537,5.0937952537,0.0,0.889728726133,0.000318769734574
88,Ag,Cs,O3,0.0,0.0,2.3,5.29227499475,5.29227499475,5.29227499475,5.29227499475,0.0,1.20742272508,0.00230140340615
89,Ag,Cs,OFN,0.0,0.0,2.58,5.60688231092,5.60688231092,5.60688231092,5.60688231092,0.0,3.55200684024,0.00256582645777
90,Ag,Cs,ON2,0.0,0.0,2.96,5.21840974556,5.21840974556,5.21840974556,5.21840974556,0.0,0.988253109168,0.000188849618319
91,Ag,Cu,N3,0.0,0.0,2.32,5.97933441245,5.97933441245,5.97933441245,5.97933441245,5.0,5.01810495228,0.00899286593014
92,Ag,Cu,O2F,0.0,0.0,1.14,6.51538874371,6.51538874371,6.51538874371,6.51538874371,5.0,5.71873727699,0.538782980924
93,Ag,Cu,O2N,0.0,0.0,1.88,6.0639703548,6.0639703548,6.0639703548,6.0639703548,5.0,5.05975512373,0.0418385143219
94,Ag,Cu,O2S,0.0,0.0,1.56,5.87771148341,5.87771148341,5.87771148341,5.87771148341,5.0,5.18004070945,0.127652402769
95,Ag,Cu,O3,0.0,0.0,1.74,6.10673652174,6.10673652174,6.10673652174,6.10673652174,5.0,5.09406758869,0.068163018264
96,Ag,Cu,OFN,0.0,0.0,1.36,6.46976073902,6.46976073902,6.46976073902,6.46976073902,5.0,5.33965878564,0.254374895643
97,Ag,Cu,ON2,0.0,0.0,2.1,6.02150368417,6.02150368417,6.02150368417,6.02150368417,5.0,5.03081155899,0.0194044945018
98,Ag,Fe,N3,0.0,0.0,1.6,5.86276447018,5.86276447018,5.86276447018,5.86276447018,5.0,5.15880363407,0.111116438038
99,Ag,Fe,O2F,0.0,0.0,0.68,6.38836816963,6.38836816963,6.38836816963,6.38836816963,5.0,8.14270265709,2.35680589507
100,Ag,Fe,O2N,0.0,0.0,1.28,5.94575039495,5.94575039495,5.94575039495,5.94575039495,5.0,5.45351777185,0.335186830694
101,Ag,Fe,O2S,0.0,0.0,0.9,5.76312272803,5.76312272803,5.76312272803,5.76312272803,5.0,6.6068169197,1.19587886669
102,Ag,Fe,O3,0.0,0.0,1.06,5.98768281531,5.98768281531,5.98768281531,5.98768281531,5.0,5.94540162886,0.705470663333
103,Ag,Fe,OFN,0.0,0.0,1.04,6.3436297044,6.3436297044,6.3436297044,6.3436297044,5.0,6.00521758762,0.753318545254
104,Ag,Fe,ON2,0.0,0.0,1.52,5.90411163208,5.90411163208,5.90411163208,5.90411163208,5.0,5.20405860663,0.1466112277
105,Ag,Ga,N3,0.0,0.0,2.06,5.59019858833,5.59019858833,5.59019858833,5.59019858833,0.0,3.39278645366,0.0149952246977
106,Ag,Ga,O2F,0.0,0.0,0.68,6.09136643733,6.09136643733,6.09136643733,6.09136643733,5.0,8.14541076054,2.35808218742
107,Ag,Ga,O2N,0.0,0.0,1.42,5.66932641308,5.66932641308,5.66932641308,5.66932641308,0.0,4.55193636746,0.176891622513
108,Ag,Ga,O2S,0.0,0.0,1.1,5.4951892921,5.4951892921,5.4951892921,5.4951892921,0.0,3.25160298628,0.299527980071
109,Ag,Ga,O3,0.0,0.0,1.14,5.70930935257,5.70930935257,5.70930935257,5.70930935257,0.0,5.48351858324,0.513438745864
110,Ag,Ga,OFN,0.0,0.0,1.04,6.04870790884,6.04870790884,6.04870790884,6.04870790884,5.0,6.00855892852,0.753821864196
111,Ag,Ga,ON2,0.0,0.0,1.76,5.62962347864,5.62962347864,5.62962347864,5.62962347864,0.0,3.89081199721,0.0483626775848
112,Ag,Ge,N3,0.0,0.0,1.8,6.01102877387,6.01102877387,6.01102877387,6.01102877387,5.0,5.07891616817,0.0553214193598
113,Ag,Ge,O2F,0.0,0.0,0.54,6.54992454175,6.54992454175,6.54992454175,6.54992454175,5.0,9.66553241135,3.49913154478
114,Ag,Ge,O2N,0.0,0.0,1.16,6.09611334177,6.09611334177,6.09611334177,6.09611334177,5.0,5.67480375135,0.50388269752
115,Ag,Ge,O2S,0.0,0.0,0.9,5.90886717721,5.90886717721,5.90886717721,5.90886717721,5.0,6.59748674062,1.19365533902
116,Ag,Ge,O3,0.0,0.0,0.9,6.13910619721,6.13910619721,6.13910619721,6.13910619721,5.0,6.59152906025,1.19223553056
117,Ag,Ge,OFN,0.0,0.0,0.9,6.50405467896,6.50405467896,6.50405467896,6.50405467896,5.0,6.58921585175,1.19168425678
118,Ag,Ge,ON2,0.0,0.0,1.5,6.05342157017,6.05342157017,6.05342157017,6.05342157017,5.0,5.2133666938,0.156983369676
119,Ag,Hf,N3,0.0,0.0,1.54,5.66171646425,5.66171646425,5.66171646425,5.66171646425,0.0,4.36663964863,0.11427739657
120,Ag,Hf,O2F,2.6,1.9,0.32,7.46929597456,4.86929597456,7.11929597456,5.21929597456,20.0,24.2932023054,19.4644528973
121,Ag,Hf,O2N,0.0,0.0,1.14,5.74185660615,5.74185660615,5.74185660615,5.74185660615,5.0,5.73838335592,0.540899797554
122,Ag,Hf,O2S,0.0,0.0,0.78,5.56549167219,5.56549167219,5.56549167219,5.56549167219,0.0,5.42235178049,1.0798266502
123,Ag,Hf,O3,0.0,0.0,0.72,5.78235106502,5.78235106502,5.78235106502,5.78235106502,5.0,7.80507193204,2.09836592894
124,Ag,Hf,OFN,0.0,0.0,0.76,6.1260916967,6.1260916967,6.1260916967,6.1260916967,5.0,7.47228441642,1.85309597632
125,Ag,Hf,ON2,0.0,0.0,1.2,5.70164573456,5.70164573456,5.70164573456,5.70164573456,0.0,5.25693284664,0.410724873638
126,Ag,Hg,N3,0.0,0.0,2.68,6.16497530293,6.16497530293,6.16497530293,6.16497530293,5.0,5.00582196487,0.00255006826715
127,Ag,Hg,O2F,0.0,0.0,1.42,6.7176725574,6.7176725574,6.7176725574,6.7176725574,5.0,5.27593265995,0.20684115218
128,Ag,Hg,O2N,0.0,0.0,2.24,6.25223894439,6.25223894439,6.25223894439,6.25223894439,5.0,5.01740921014,0.0118855852036
129,Ag,Hg,O2S,0.0,0.0,1.86,6.0601972784,6.0601972784,6.0601972784,6.0601972784,5.0,5.06386108207,0.0448637682494
130,Ag,Hg,O3,0.0,0.0,2.08,6.29633287605,6.29633287605,6.29633287605,6.29633287605,5.0,5.02897529352,0.0207941129777
131,Ag,Hg,OFN,0.0,0.0,1.62,6.67062793627,6.67062793627,6.67062793627,6.67062793627,5.0,5.1380988967,0.103433098332
132,Ag,Hg,ON2,0.0,0.0,2.5,6.20845380753,6.20845380753,6.20845380753,6.20845380753,5.0,5.0083300941,0.00478686817225
133,Ag,In,N3,0.0,0.0,2.04,5.55481474063,5.55481474063,5.55481474063,5.55481474063,0.0,3.02306976762,0.0143026463402
134,Ag,In,O2F,0.0,0.0,0.8,6.05281038625,6.05281038625,6.05281038625,6.05281038625,5.0,7.18618194174,1.63784183543
135,Ag,In,O2N,0.0,0.0,1.46,5.6334417161,5.6334417161,5.6334417161,5.6334417161,0.0,4.09057187819,0.138720281
136,Ag,In,O2S,0.0,0.0,1.0,5.4604068174,5.4604068174,5.4604068174,5.4604068174,0.0,3.28997590654,0.36862180416
137,Ag,In,O3,0.0,0.0,1.32,5.67317157868,5.67317157868,5.67317157868,5.67317157868,0.0,4.71175324509,0.25229265461
138,Ag,In,OFN,0.0,0.0,1.18,6.01042187015,6.01042187015,6.01042187015,6.01042187015,5.0,5.6326659056,0.471057818097
139,Ag,In,ON2,0.0,0.0,1.76,5.59399008625,5.59399008625,5.59399008625,5.59399008625,0.0,3.48915097796,0.0432589240771
140,Ag,Ir,N3,0.0,0.0,1.7,6.19306291411,6.19306291411,6.19306291411,6.19306291411,5.0,5.10650856602,0.0783348669741
141,Ag,Ir,O2F,0.0,0.0,1.0,6.7482782558,6.7482782558,6.7482782558,6.7482782558,5.0,6.14661471383,0.859885200565
142,Ag,Ir,O2N,0.0,0.0,1.5,6.28072412849,6.28072412849,6.28072412849,6.28072412849,5.0,5.21049290002,0.156893218424
143,Ag,Ir,O2S,0.0,0.0,1.24,6.08780752117,6.08780752117,6.08780752117,6.08780752117,5.0,5.51517998996,0.383985351638
144,Ag,Ir,O3,0.0,0.0,1.4,6.32501895198,6.32501895198,6.32501895198,6.32501895198,5.0,5.29656949979,0.221658736218
145,Ag,Ir,OFN,0.0,0.0,1.08,6.7010192995,6.7010192995,6.7010192995,6.7010192995,5.0,5.87896247313,0.659119134748
146,Ag,Ir,ON2,0.0,0.0,1.6,6.23673950666,6.23673950666,6.23673950666,6.23673950666,5.0,5.14952377851,0.11091066073
147,Ag,K,N3,0.0,0.0,3.72,5.28640355957,5.28640355957,5.28640355957,5.28640355957,0.0,1.17383331993,1.5710308665e-05
148,Ag,K,O2F,0.0,0.0,2.46,5.76033582853,5.76033582853,5.76033582853,5.76033582853,5.0,5.02563709188,0.00552394097929
149,Ag,K,O2N,0.0,0.0,1.92,5.36123124374,5.36123124374,5.36123124374,5.36123124374,0.0,1.54750741835,0.0108999726721
150,Ag,K,O2S,0.0,0.0,2.84,5.19655747024,5.19655747024,5.19655747024,5.19655747024,0.0,0.949361165623,0.000275892910987
151,Ag,K,O3,0.0,0.0,1.72,5.39904134124,5.39904134124,5.39904134124,5.39904134124,0.0,1.81239186515,0.0250508446471
152,Ag,K,OFN,0.0,0.0,2.28,5.71999554485,5.71999554485,5.71999554485,5.71999554485,0.0,4.9111235815,0.0101185738694
153,Ag,K,ON2,0.0,0.0,3.46,5.32368593463,5.32368593463,5.32368593463,5.32368593463,0.0,1.31959619611,4.38717031023e-05
154,Ag,La,N3,0.0,0.0,2.34,5.5258441137,5.5258441137,5.5258441137,5.5258441137,0.0,2.71878586537,0.00453524370952
155,Ag,La,O2F,0.0,0.0,0.92,6.02124250869,6.02124250869,6.02124250869,6.02124250869,5.0,6.49432995091,1.11812972859
156,Ag,La,O2N,0.0,0.0,1.82,5.60406101739,5.60406101739,5.60406101739,5.60406101739,0.0,3.58440408189,0.0362398612483
157,Ag,La,O2S,0.0,0.0,0.86,5.43192856633,5.43192856633,5.43192856633,5.43192856633,0.0,3.7384542131,0.523501142291
158,Ag,La,O3,0.0,0.0,1.38,5.6435836725,5.6435836725,5.6435836725,5.6435836725,0.0,4.28561772586,0.188470177341
159,Ag,La,OFN,0.0,0.0,1.44,5.979075066,5.979075066,5.979075066,5.979075066,5.0,5.26351237672,0.193268393341
160,Ag,La,ON2,0.0,0.0,2.1,5.56481514389,5.56481514389,5.56481514389,5.56481514389,0.0,3.11941471481,0.0119939146498
161,Ag,Li,N3,0.0,0.0,2.58,5.52217975761,5.52217975761,5.52217975761,5.52217975761,0.0,2.67800190046,0.00193362225207
162,Ag,Li,O2F,0.0,0.0,1.72,6.01724963879,6.01724963879,6.01724963879,6.01724963879,5.0,5.10244986265,0.0731080431806
163,Ag,Li,O2N,0.0,0.0,2.26,5.60034479328,5.60034479328,5.60034479328,5.60034479328,0.0,3.48918512185,0.00769872089853
164,Ag,Li,O2S,0.0,0.0,2.02,5.42832648851,5.42832648851,5.42832648851,5.42832648851,0.0,1.94149178141,0.00978009539715
165,Ag,Li,O3,0.0,0.0,1.96,5.63984123972,5.63984123972,5.63984123972,5.63984123972,0.0,3.96725098059,0.0248199579718
166,Ag,Li,OFN,0.0,0.0,1.96,5.97511015863,5.97511015863,5.97511015863,5.97511015863,5.0,5.04841591613,0.0316565997699
167,Ag,Li,ON2,0.0,0.0,2.86,5.56112494493,5.56112494493,5.56112494493,5.56112494493,0.0,3.05734194853,0.000829635125224
168,Ag,Mg,N3,0.0,0.0,2.64,5.77036777821,5.77036777821,5.77036777821,5.77036777821,5.0,5.02131407479,0.00294198631627
169,Ag,Mg,O2F,0.0,0.0,1.18,6.28768800604,6.28768800604,6.28768800604,6.28768800604,5.0,5.62873092893,0.470687486437
170,Ag,Mg,O2N,0.0,0.0,1.82,5.85204585154,5.85204585154,5.85204585154,5.85204585154,5.0,5.08029658496,0.0516596035087
171,Ag,Mg,O2S,0.0,0.0,0.98,5.67229638183,5.67229638183,5.67229638183,5.67229638183,0.0,5.53657966253,0.79203200283
172,Ag,Mg,O3,0.0,0.0,1.42,5.89331742036,5.89331742036,5.89331742036,5.89331742036,5.0,5.28519954179,0.207224494962
173,Ag,Mg,OFN,0.0,0.0,1.7,6.24365461538,6.24365461538,6.24365461538,6.24365461538,5.0,5.10603794056,0.0783274968019
174,Ag,Mg,ON2,0.0,0.0,2.34,5.81106331219,5.81106331219,5.81106331219,5.81106331219,5.0,5.02537173859,0.00839875926619
175,Ag,Mn,N3,0.0,0.0,1.52,5.76110550287,5.76110550287,5.76110550287,5.76110550287,5.0,5.21336184963,0.146883533593
176,Ag,Mn,O2F,0.0,0.0,0.58,6.27759535687,6.27759535687,6.27759535687,6.27759535687,5.0,9.18456750032,3.13825652099
177,Ag,Mn,O2N,0.0,0.0,1.04,5.84265247108,5.84265247108,5.84265247108,5.84265247108,5.0,6.01635767574,0.754996619278
178,Ag,Mn,O2S,0.0,0.0,0.9,5.66319152527,5.66319152527,5.66319152527,5.66319152527,0.0,5.79105249851,1.0014694404
179,Ag,Mn,O3,0.0,0.0,0.8,5.88385779305,5.88385779305,5.88385779305,5.88385779305,5.0,7.19181198731,1.63968449566
180,Ag,Mn,OFN,0.0,0.0,0.96,6.23363264618,6.23363264618,6.23363264618,6.23363264618,5.0,6.30922611973,0.980967230474
181,Ag,Mn,ON2,0.0,0.0,1.42,5.80173571463,5.80173571463,5.80173571463,5.80173571463,5.0,5.29066206823,0.207450463105
182,Ag,Mo,N3,0.0,0.0,1.08,5.8158093582,5.8158093582,5.8158093582,5.8158093582,5.0,5.89266876504,0.660925890557
183,Ag,Mo,O2F,0.0,0.0,0.44,6.33720347689,6.33720347689,6.33720347689,6.33720347689,10.0,11.0317201962,4.5239485418
184,Ag,Mo,O2N,0.0,0.0,0.66,5.89813064543,5.89813064543,5.89813064543,5.89813064543,5.0,8.34096825786,2.50342504348
185,Ag,Mo,O2S,0.0,0.0,0.64,5.7169656507,5.7169656507,5.7169656507,5.7169656507,0.0,8.39055359044,2.57380385643
186,Ag,Mo,O3,0.0,0.0,0.4,5.93972722738,5.93972722738,5.93972722738,5.93972722738,10.0,11.6437150191,4.98461978988
187,Ag,Mo,OFN,0.0,0.0,0.58,6.29282332379,6.29282332379,6.29282332379,6.29282332379,5.0,9.18446632641,3.13819303658
188,Ag,Mo,ON2,0.0,0.0,0.86,5.85682536905,5.85682536905,5.85682536905,5.85682536905,5.0,6.81726605675,1.35753413441
189,Ag,Na,N3,0.0,0.0,3.28,5.46218257598,5.46218257598,5.46218257598,5.46218257598,0.0,2.15776537378,0.000134690864238
190,Ag,Na,O2F,0.0,0.0,2.2,5.95187363957,5.95187363957,5.95187363957,5.95187363957,5.0,5.02525160152,0.0136849835645
191,Ag,Na,O2N,0.0,0.0,1.84,5.53949836696,5.53949836696,5.53949836696,5.53949836696,0.0,2.90289623796,0.0272905862211
192,Ag,Na,O2S,0.0,0.0,1.7,5.36934900053,5.36934900053,5.36934900053,5.36934900053,0.0,1.64678911614,0.0241543557956
